toothpaste	[‘tuːθpeɪst]	зубная паста
soap	[səup]	мыло
shower	[‘ʃəuə]	душ
sponge	[spʌnʤ]	губка
comb	[kəum]	расчёска
razor	[‘reɪzə]	бритва, брить
dining room	[‘daɪnɪŋˌrum]	столовая
buffet	[‘bʌfɪt]	буфет (для посуды)
china	[‘ʧaɪnə]	фарфор
bowl	[bəul]	чаша
salad bowl	[‘sæləd bəul]	салатница
tablecloth	[‘teɪblklɔθ]	скатерть
saltshaker	[sɔːlt ‘ʃeɪkə]	солонка
peppershaker	[‘pepəˌ ‘ʃeɪkə]	перечница
teapot	[‘tiːpɔt]	чайник (для заварки)
coffeepot	[‘kɔfɪpɔt]	кофейник
sugar bowl	[‘ʃugə bəul]	сахарница
plate	[pleɪt]	тарелка
cup	[kʌp]	чашка
saucer	[‘sɔːsə]	блюдце
glass	[glɑːs]	стакан, бокал
fork	[fɔːk]	вилка
spoon	[spuːn]	ложка
teaspoon	[‘tiːspuːn]	чайная ложка
knife	[naɪf]	нож
candlestick	[ˈkændlˌstɪk]	подсвечник
candle	[ˈkændl]	свеча
napkin	[‘næpkɪn]	салфетка
bedroom	[‘bedruːm]	спальня
bed	[bed]	кровать, постель
mattress	[‘mætrəs]	матрац
pillow	[‘pɪləu]	подушка
pillowcase	[‘pɪləukeɪs]	наволочка
sheet	[ʃiːt]	простыня
blanket	[‘blæŋkɪt]	одеяло
bedspread	[‘bedspred]	постельное покрывало
duvet	[‘djuːveɪ]	пуховое одеяло
quilt	[kwɪlt]	лоскутное одеяло
nightstand	[naɪtstænd]	тумбочка
alarm clock	[ə’lɑːmˌklɔk]	будильник
dresser	[‘dresə]	комод с зеркалом
mirror	[‘mɪrə]	зеркало
curtain	[‘kɜ:tən]	занавеска
window	[‘wɪndəu]	окно
carpet	[‘kɑːpɪt]	ковёр
picture	[‘pɪkʧə]	картина; рисунок
casket	[‘kɑːskɪt]	шкатулка
door	[dɔː]	дверь
tableware	[‘teɪblweə]	посуда
plate	[pleɪt]	тарелка
bowl	[bəʊl]	миска
cup	[kʌp]	чашка
mug	[mʌg]	кружка
spoon	[spuːn]	ложка
fork	[fɔːk]	вилка
knife	[naɪf]	нож
glass	[glɑːs]	стакан
saucepan	[‘sɔːspən]	кастрюля
lid	[lɪd]	крышка
ladle	[‘leɪdl]	черпак
jug	[ʤʌg]	кувшин
kettle	[‘ketl]	чайник
coffeepot	[‘kɔfɪpɔt]	кофейник
teapot	[‘tiːpɔt]	чайник (для заварки)
frying pan	[‘fraɪɪŋˌpæn]	сковорода с ручкой
pan	[pæn]	сковорода
salt shaker	[sɔːlt ‘ʃeɪkə]	солонка
pepper shaker	[‘pepəˌʃeɪkə]	перечница
sugar bowl	[‘ʃugə bəul]	сахарница
bottle	[‘bɔtl]	бутылка
napkin	[‘næpkɪn]	салфетка
kitchen	[ˈkɪtʃɪn]	кухня
dishwasher	[‘dɪʃˌwɔʃə]	посудомоечная машина
faucet	[‘fɔːsɪt]	водопроводный кран
sink	[sɪŋk]	раковина
sponge	[spʌnʤ]	губка
towel	[‘tauəl]	полотенце
cabinet	[‘kæbɪnət]	шкаф с ящиками
microwave	[‘maɪkrə(u)weɪv]	микроволновая печь
canister	[‘kænɪstə]	контейнер
stove	[stəuv]	печь, печка
burner	[‘bɜːnə]	конфорка
oven	[‘ʌv(ə)n]	духовка
potholder	[‘pɔthəuldə]	прихватка
toaster	[‘təustə]	тостер
cookbook	[‘kukbuk]	книга с рецептами
refrigerator	[rɪ’frɪʤ(ə)reɪtə]	холодильник
freezer	[‘friːzə]	морозильная камера
table	[‘teɪbl]	стол
chair	[ʧeə]	стул
kitchenware	[‘kɪʧɪnweə]	кухонная посуда
pail	[peɪl]	ведро
housekeeping	[ˈhaʊskiːpɪŋ]	уборка
broom	[bruːm]	веник, метла
sweep	[swi:p]	подметать, мести
dustpan	[ˈdʌs(t)pæn]	совок для мусора
vacuum cleaner	[ˈvækjuːmˌkliːnə]	пылесос
iron	[ˈaɪən]	утюг
ironing board	[ˈaɪənɪŋbɔːd]	гладильная доска
mop	[mɒp]	швабра
rag	[ræɡ]	тряпка
wipe	[waɪp]	протирать, мыть
bleach	[bliːtʃ]	отбеливатель
cleanser	[ˈklɛnzə]	моющее средство
laundry	[ˈlɔːndrɪ]	стирка
laundry detergent	[ˈlɔːndrɪ dɪˈtɜːdʒ(ə)nt]	стиральный порошок
sponge	[spʌndʒ]	губка
dust	[dʌst]	пыль, вытирать пыль
bucket	[ˈbʌkɪt]	ведро
air	[eər]	проветривать
clothespin	[ˈkləʊðzpɪn]	прищепка
trash can	[ˈtræʃˌkæn]	мусорное ведро
empty	[’emptɪ]	опустошать, вытряхивать
garbage	[’gɑ:rbɪdʒ]	мусор, отбросы
dirt	[dɜ:rt]	грязь
furniture	[‘fɜːnɪʧə]	мебель
box	[bɔks]	шкаф
bookcase	[‘bukkeɪs]	книжный шкаф
cupboard	[‘kʌbəd]	буфет, сервант
shelf	[ʃelf]	полка
shelving	[‘ʃelvɪŋ]	стеллаж
table	[‘teɪbl]	стол
desk	[desk]	рабочий стол
chair	[ʧeə]	стул; кресло
sofa	[‘səufə]	диван
bench	[benʧ]	скамья, лавка
bed	[bed]	кровать
stool	[stuːl]	табурет
bureau	[bjuə’rəu]	комод (с зеркалом)
mirror	[‘mɪrə]	зеркало
lamp	[læmp]	лампа, светильник
safe	[seɪf]	сейф, несгораемый шкаф
interior	[ɪn’tɪərɪə]	интерьер
hygiene	[‘haɪʤiːn]	гигиена
care	[keə]	уход
toothbrush	[‘tuːθbrʌʃ]	зубная щётка
toothpaste	[‘tuːθpeɪst]	зубная паста
soap	[səup]	мыло
comb	[kəum]	расчёска
razor	[‘reɪzə]	бритва, брить
shaving cream	[‘ʃeɪvɪŋˌkriːm]	крем для бритья
scissors	[‘sɪzəz]	ножницы
tweezers	[‘twiːzəz]	пинцет, щипчики
hairpin	[‘heəpɪn]	шпилька (для волос)
shampoo	[ʃæm’puː]	шампунь
towel	[ˈtaʊəl]	полотенце
mouthwash	[ʹmaʋθwɒʃ]	жидкость для полоскания рта
dental floss	[͵dentlʹflɒs]	зубная нить
deodorant	[dɪ’əud(ə)r(ə)nt]	дезодорант
perfume	[‘pɜːfjuːm]	духи
cologne	[kə’ləun]	одеколон
nail polish	[‘neɪlˌpɔlɪʃ]	лак для ногтей
lipstick	[‘lɪpstɪk]	губная помада
mascara	[mæ’skɑːrə]	тушь для ресниц
health	[helθ]	здоровье
an allergy	[‘æləʤɪ]	аллергия
plaster	[‘plɑːstə]	пластырь
a bloody nose	[‘blʌdɪ nəuz]	кровь из носа
a broken arm	[‘brəuk(ə)n ɑːm]	сломанная рука
a bruise	[bruːz]	синяк
a bump	[bʌmp]	шишка
a cough	[kɔf]	кашель
a cut	[ə’kʌt]	порез
a diarrhea	[ˌdaɪə’rɪə]	диарея
a fever	[‘fiːvə]	жар
a headache	[‘hedeɪk]	головная боль
a loose tooth	[luːs tuːθ]	шатающийся зуб
medicine	[‘medɪsɪn]	лекарство, медикамент
a runny nose	[‘rʌnɪ nəuz]	насморк
a scratch	[skræʧ]	царапина
a shot	[hɔːs]	укол
sick	[sɪk]	больной
sneeze	[sniːz]	чиханье
a stomachache	[‘stʌməkeɪk]	боль в животе
a sunburn	[‘sʌnˌbɜːn]	солнечный ожог
thermometer	[θə’mɔmɪtə]	градусник
throw up	[θrəu up]	тошнота
toothache	[‘tuːθeɪk]	зубная боль
town	[taun]	город
city	[ˈsɪtɪ]	город (большой)
building	[ˈbɪldɪŋ]	здание, строение
skyscraper	[ˈskaɪˌskreɪpə]	небоскреб
palace	[ˈpælɪs]	дворец
bank	[‘bɑnk]	банк
bookstore	[‘bukstɔː]	книжный магазин
bus stop	[bʌs stɔp]	автобусная остановка
confectionery	[kənˈfɛkʃən(ə)rɪ]	кондитерская
bakery	[‘beɪkərɪ]	булочная, пекарня
coffee shop	[‘kɔfɪˌʃɔp]	кафе
cafe	[ˈkæfeɪ]	кафе
restaurant	[ˈrɛst(ə)rɒnt]	ресторан
drugstore	[‘drʌgstɔː]	аптека
pharmacy	[ˈfɑːməsɪ]	аптека
dentist’s office	[‘dentɪstz ‘ɔfɪs]	зубной кабинет
doctor’s office	[‘dɔktəz ‘ɔfɪs]	врачебный кабинет
hospital	[‘hɔspɪt(ə)l]	больница
flower’s shop	[‘flauə ʃɔp]	цветочный магазин
gas station	[gæs ‘steɪʃ(ə)n]	автозаправочная станция
library	[‘laɪbr(ə)rɪ]	библиотека
theatre	[ˈθɪətə]	театр
cinema	[ˈsɪnɪmə]	кинотеатр
museum	[mjuːˈzɪəm]	музей
church	[tʃɜːtʃ]	церковь
park	[pɑːk]	парк
pool	[puːl]	бассейн
post office	[pəust ‘ɔfɪs]	почта
hotel	[həʊˈtɛl]	гостиница
university	[ˌjuːnɪˈvɜːsɪtɪ]	университет
school	[skuːl]	школа
supermarket	[‘s(j)uːpəˌmɑːkɪt]	супермаркет
store	[stɔː]	магазин
train station	[treɪn ‘steɪʃ(ə)n]	железнодорожный вокзал
underground	[ˌʌndəˈɡraʊnd]	метро
street	[striːt]	улица
avenue	[ˈævɪnjuː]	проспект
square	[skwɛə]	площадь
alley	[ˈælɪ]	аллея
area	[ˈɛ(ə)rɪə]	район
map	[mæp]	карта
sea	[siː]	море
ocean	[‘əuʃ(ə)n]	океан
abyss	[ə’bɪs]	бездна
coral	[‘kɔrəl]	коралл
seal	[siːl]	тюлень
crocodile	[‘krɔkədaɪl]	крокодил
alligator	[ˈælɪɡeɪtə]	аллигатор
fish	[fɪʃ]	рыба
trout	[traʊt]	форель
bass	[bæs]	окунь
salmon	[ˈsæmən]	лосось
flounder	[ˈflaʊndə]	камбала
swordfish	[ˈsɔːdˌfɪʃ]	рыба-меч
eel	[iːl]	угорь
otter	[ˈɒtə]	выдра
walrus	[ˈwɔːlrəs]	морж
mussel	[ˈmʌs(ə)l]	мидия
snail	[sneɪl]	улитка
shrimp	[ʃrɪmp]	креветка
oyster	[‘ɔɪstə]	устрица
lobster	[‘lɔbstə]	омар
crab	[kræb]	краб
crayfish	[‘kreɪfɪʃ]	речной рак
shark	[ʃɑːk]	акула
jellyfish	[‘ʤelɪfɪʃ]	медуза
sea urchin	[‘siːˌɜːʧɪn]	морской ёж
whale	[(h)weɪl]	кит
frog	[frɔg]	лягушка
tadpole	[ˈtædpəʊl]	головастик
tortoise	[ˈtɔːtəs]	черепаха
turtle	[‘tɜːtl]	черепаха
dolphin	[‘dɔlfɪn]	дельфин
sea snake	[‘siːˌsneɪk]	морская змея
mollusc	[‘mɔləsk]	моллюск
shellfish	[‘ʃelfɪʃ]	ракообразное
seafood	[‘siːfuːd]	морепродукты
octopus	[‘ɔktəpəs]	осьминог
cachalot	[‘kæʃəlɔt]	кашалот
starfish	[ˈstɑːˌfɪʃ]	морская звезда
material	[məˈtɪ(ə)rɪəl]	материал
stone	[stəʊn]	камень
concrete	[ˈkɒŋkriːt]	бетон
brick	[brɪk]	кирпич
metal	[mɛtl]	металл
rubber	[ˈrʌbə]	резина
glass	[ɡlɑːs]	стекло
wood	[wʊd]	древесина
plastic	[ˈplæstɪk]	пластик
paper	[ˈpeɪpə]	бумага
carton	[ˈkɑːtɪn]	картон
gypsum	[ˈdʒɪp|s(ə)m]	гипс
clay	[kleɪ]	глина
leather	[ˈlɛðə]	кожа
cloth	[klɒθ]	ткань
wool	[wʊl]	шерсть
silk	[sɪlk]	шелк
sun	[sʌn]	солнце
sunset	[‘sʌnset]	заход солнца, закат
sunrise	[‘sʌnraɪz]	рассвет, восход солнца
dew	[djuː]	роса
waterfall	[‘wɔːtəfɔːl]	водопад
rain	[reɪn]	дождь
lightning	[‘laɪtnɪŋ]	молния
thunder	[‘θʌndə]	гром, грохотать
rainbow	[‘reɪnbəu]	радуга
sky	[skaɪ]	небеса, небо
cloud	[klaud]	облако, туча
snow	[snəu]	снег
ice	[aɪs]	лёд
icicle	[‘aɪsɪkl]	сосулька
hoarfrost	[‘hɔːfrɔst]	иней, изморозь
eclipse	[ɪ’klɪps]	затмение
flood	[flʌd]	наводнение, потоп
earthquake	[‘ɜːθkweɪk]	землетрясение
wind	[wɪnd]	ветер
storm	[stɔːm]	ураган, шторм
nature	[‘neɪʧə]	природа
beach	[biːʧ]	берег, пляж
coast	[kəust]	морское побережье
desert	[‘dezət]	пустыня
glacier	[‘glæsɪə]	ледник
forest	[‘fɔrɪst]	лес
field	[fiːld]	поле, луг
canyon	[ˈkænjən]	каньон
island	[ˈaɪlənd]	остров
jungle	[‘ʤʌŋgl]	джунгли, дебри
lake	[leɪk]	озеро
mountain	[‘mauntɪn]	гора
hill	[hɪl]	холм, возвышенность
plain	[pleɪn]	равнина
hollow	[‘hɔləu]	низина, впадина
pond	[pɔnd]	пруд
rock	[rɔk]	скала, камень
ocean	[‘əuʃ(ə)n]	океан
sea	[siː]	море
river	[‘rɪvə]	река
weather	[‘weðə]	погода
sunny	[‘sʌnɪ]	солнечный
rain	[reɪn]	дождь
cold	[kəuld]	холод
wind	[wɪnd]	ветер
heat	[hiːt]	жара
mist	[mɪst]	лёгкий туман
fog	[fɔg]	туман
snow	[snəu]	снег
cool	[kuːl]	прохладный
shower	[‘ʃauə]	ливень
lightning	[‘laɪtnɪŋ]	молния
breeze	[briːz]	лёгкий ветерок
rainfall	[‘reɪnfɔːl]	осадки
snowfall	[‘snəufɔːl]	снегопад
hail	[heɪl]	град
bright	[braɪt]	ясный, погожий
hot	[hɔt]	жаркий
windy	[‘wɪndɪ]	ветреный
cloudy	[‘klaudɪ]	облачный
rainy	[‘reɪnɪ]	дождливый
chilly	[‘ʧɪlɪ]	прохладный
frosty	[‘frɔstɪ]	морозный
temperature	[ˈtɛmp(ə)rətʃə]	температура
bird	[bɜːd]	птица
robin	[ˈrɒbɪn]	дрозд
jay	[dʒeɪ]	сойка
hummingbird	[ˈhʌmɪŋbɜːd]	колибри
pheasant	[ˈfɛz(ə)nt]	фазан
crow	[krəʊ]	ворона, ворон
flamingo	[flə’mɪŋgəu]	фламинго
seagull	[ˈsiːɡʌl]	чайка
sparrow	[ˈspærəʊ]	воробей
woodpecker	[ˈwʊdˌpɛkə]	дятел
swallow	[ˈswɒləʊ]	ласточка
pigeon	[ˈpɪdʒɪn]	голубь
owl	[aʊl]	сова, филин
hawk	[hɔːk]	сокол
eagle	[ˈiːɡ(ə)l]	орел
canary	[kæˈnɛ(ə)rɪ]	канарейка
cuckoo	[ˈkʊkuː]	кукушка
cockatoo	[ˌkɒkə|ˈtuː]	какаду
parrot	[ˈpærət]	попугай
parakeet	[ˈpærəkiːt]	попугай
duck	[dʌk]	утка
goose	[ɡuːs]	гусь
chicken	[‘ʧɪkɪn]	курица
swan	[swɒn]	лебедь
crane	[kreɪn]	журавль, цапля
stork	[stɔːk]	аист
pelican	[ˈpɛlɪkən]	пеликан
peacock	[ˈpiːkɒk]	павлин
penguin	[ˈpɛŋɡwɪn]	пингвин
ostrich	[ˈɒstrɪtʃ]	страус
insect	[ˈɪnsɛkt]	насекомое
fly	[flaɪ]	муха
mosquito	[məˈskiːt|əʊ]	комар
flea	[fliː]	блоха
firefly	[ˈfaɪəflaɪ]	светлячок
moth	[mɒθ]	моль
dragonfly	[ˈdræɡ(ə)nflaɪ]	стрекоза
spider	[ˈspaɪdə]	паук
ladybug	[ˈleɪdɪbʌɡ]	божья коровка
wasp	[wɒsp]	оса
tick	[tɪk]	клещ
bee	[biː]	пчела
caterpillar	[ˈkætəˌpɪlə]	гусеница
butterfly	[ˈbʌtəflaɪ]	бабочка
ant	[ænt]	муравей
grasshopper	[ˈɡrɑːsˌhɒpə]	кузнечик
beetle	[ˈbiːtl]	жук
termite	[ˈtɜːmaɪt]	термит
roach	[rəʊtʃ]	таракан
scorpion	[ˈskɔːpɪən]	скорпион
centipede	[ˈsɛntɪpiːd]	многоножка
mantis	[ˈmæntɪs]	богомол
cricket	[ˈkrɪkɪt]	сверчок
bug	[bʌɡ]	жук
snail	[sneɪl]	улитка
worm	[wɜːm]	червяк
flower	[ˈflaʊə]	цветок
rose	[rəʊz]	роза
tulip	[ˈtjuːlɪp]	тюльпан
carnation	[kɑːˈneɪʃ(ə)n]	гвоздика
gladiolus	[ˈɡlædɪˈəʊləsɪz]	гладиолус
lily	[ˈlɪlɪ]	лилия
orchid	[ˈɔːkɪd]	орхидея
peony	[ˈpiːənɪ]	пион
daisy	[ˈdeɪzɪ]	маргаритка
violet	[ˈvaɪəlɪt]	фиалка
lotus	[ˈləʊtəs]	лотос
sunflower	[ˈsʌnˌflaʊə]	подсолнух
snowdrop	[ˈsnəʊdrɒp]	подснежник
narcissus	[nɑːˈsɪsəsɪz]	нарцисс
daffodil	[ˈdæfədɪl]	желтый нарцисс
dahlia	[ˈdeɪljə]	георгина
iris	[ˈaɪ(ə)rɪs]	ирис
poppy	[ˈpɒpɪ]	мак
crocus	[ˈkrəʊkəs]	крокус
dandelion	[ˈdændɪlaɪən]	одуванчик
lavender	[ˈlævɪndə]	лаванда
camellia	[kəˈmiːlɪə]	камелия
bouquet	[buːˈkeɪ-]	букет
tree	[triː]	дерево
forest	[‘fɔrɪst]	лес
oak	[əʊk]	дуб
birch	[bɜːtʃ]	береза
pine	[paɪn]	сосна
poplar	[ˈpɒplə]	тополь
fir	[fɜː]	ель
ash	[æʃ]	ясень
linden	[ˈlɪndən]	липа
maple	[ˈmeɪp(ə)l]	клён
willow	[ˈwɪləʊ]	ива
chestnut	[ˈtʃɛsnʌt]	каштан
palm	[pɑːm]	пальма
larch	[lɑːtʃ]	лиственница
juniper	[ˈdʒuːnɪpə]	можжевельник
beech	[biːtʃ]	бук
redwood	[ˈrɛdwʊd]	красное дерево
wood	[wʊd]	древесина
trunk	[trʌŋk]	ствол
branch	[brɑːntʃ]	ветка
root	[ruːt]	корень
leaf	[liːf]	лист
bark	[bɑːk]	кора
log	[lɒɡ]	бревно
cone	[kəʊn]	шишка
ash	[æʃ]	зола, пепел
transport	[ˌtræn(t)spɔː’t]	транспорт
airplane	[‘eəpleɪn]	самолёт
ambulance	[‘æmbjələn(t)s]	машина скорой помощи
bus	[bʌs]	автобус
car	[kɑː]	автомобиль
truck	[trʌk]	грузовой автомобиль
fire truck	[‘faɪə trʌk]	пожарная машина
helicopter	[‘helɪkɔptə]	вертолёт
motorcycle	[‘məutəˌsaɪkl]	мотоцикл
overpass	[‘əuvə pɑːs]	эстакада, переход
police car	[pə’liːs kɑː]	полицейский автомобиль
road	[rəud]	дорога, шоссе
boat	[bəʊt]	лодка, шлюпка
sailboat	[‘seɪlbəut]	парусник
ship	[ʃɪp]	корабль
street	[striːt]	улица
submarine	[ˌsʌbm(ə)’riːn]	подводная лодка
subway	[‘sʌbweɪ]	тоннель
tractor	[‘træktə]	трактор
traffic light	[‘træfɪk ‘laɪt]	светофор
train	[treɪn]	поезд
train crossing	[treɪn ‘krɔsɪŋ]	железнодорожный переезд
van	[væn]	фургон
scooter	[ˈskuːtə]	скутер, самокат
bicycle	[ˈbaɪsɪk(ə)l]	велосипед
airport	[ˈɛəpɔːt]	аэропорт
airplane	[ˈɛəpleɪn]	самолет
wing	[wɪŋ]	крыло
tail	[teɪl]	хвост
cockpit	[ˈkɒkpɪt]	кабина (самолета)
cabin	[ˈkæbɪn]	салон (самолета)
fuselage	[ˈfjuːz(ə)lɑːʒ]	корпус, фюзеляж
undercarriage	[ˈʌndəˌkærɪdʒ]	шасси
lavatory	[ˈlævət(ə)rɪ]	туалет
window	[ˈwɪndəʊ]	окно
aisle	[aɪl]	проход
seat	[siːt]	сиденье, место
armrest	[ˈɑːmrɛst]	подлокотник
ticket	[ˈtɪkɪt]	билет
suitcase	[ˈs(j)uːtkeɪs]	чемодан
backpack	[ˈbækpæk]	рюкзак
baggage	[ˈbæɡɪdʒ]	багаж
life vest	[ˈlaɪfvɛst]	спасательный жилет
carry-on	[ˈkærɪɒn]	ручная кладь
flight	[flaɪt]	рейс
takeoff	[ˈteɪkɒf]	взлет
landing	[ˈlændɪŋ]	посадка, приземление
runway	[ˈrʌnweɪ]	взлетно-посадочная полоса
gate	[ɡeɪt]	вход / выход (в аэропорту)
boarding	[ˈbɔːdɪŋ]	посадка (на борт)
passenger	[ˈpæs(ə)ndʒə]	пассажир
passport	[ˈpɑːspɔːt]	паспорт
visa	[ˈviːzə]	виза
customs	[ˈkʌstəmz]	таможня
terminal	[ˈtɜːmɪn(ə)l]	терминал
schedule	[ˈʃɛdjuːl]	расписание
security guard	[sɪˈkjʊərɪtɪˌɡɑːd]	охранник
trolley	[ˈtrɒlɪ]	тележка
liquid	[ˈlɪkwɪd]	жидкость
hijack	[ˈhaɪdʒæk]	угон самолета
emergency	[ɪˈmɜːdʒ(ə)n(t)sɪ]	авария
delay	[dɪˈleɪ]	задержка
destination	[ˌdɛstɪˈneɪʃ(ə)n]	место назначения
school	[skuːl]	школа
backpack	[‘bækpæk]	рюкзак
blackboard	[‘blækbɔːd]	классная доска
chair	[ʧeə]	стул
chalk	[ʧɔːk]	мел
classroom	[‘klɑːsrum]	класс
clock	[klɔk]	часы
desk	[desk]	парта
eraser	[ɪ’reɪzə]	ластик
glue	[gluː]	клей
locker	[‘lɔkə]	запирающийся шкафчик
marker	[‘mɑːkə]	маркер
pen	[pen]	ручка
pencil	[‘pen(t)s(ə)l]	карандаш
pencil case	[‘pen(t)s(ə)lˌkeɪs]	пенал
sharpener	[ʃɑːp(ə)nə]	точилка
ruler	[‘ruːlə]	линейка
globe	[ɡləʊb]	глобус
map	[mæp]	карта
scissors	[‘sɪzəz]	ножницы
tape	[teɪp]	клейкая лента
teacher	[‘tiːʧə]	учитель
headmaster	[ˌhɛdˈmɑːstə]	директор школы
pupil	[ˈpjuːp(ə)l]	ученик
student	[ˈstjuːd(ə)nt]	студент
textbook	[‘tekstbuk]	учебник
notebook	[‘nəutbuk]	тетрадь
paper	[ˈpeɪpə]	бумага
lesson	[ˈlɛs(ə)n]	урок, занятие
geography	[dʒɪˈɒɡrəfɪ]	география
biology	[baɪˈɒlədʒɪ]	биология
chemistry	[ˈkɛmɪstrɪ]	химия
history	[ˈhɪst(ə)rɪ]	история
mathematics	[ˌmæθɪˈmætɪks]	математика
physics	[ˈfɪɪzɪks]	физика
music	[ˈmjuːzɪk]	музыка
drawing	[ˈdrɔːɪŋ]	рисование
bell	[bɛl]	звонок
break	[breɪk]	перемена
education	[ˌɛdjʊˈkeɪʃ(ə)n]	образование
curriculum	[kəˈrɪkjʊləm]	учебный план
examination	[ɪɡˌzæmɪˈneɪʃ(ə)n]	экзамен
exam	[ɪɡˈzæm]	экзамен
mark	[mɑːk]	оценка
test	[tɛst]	контрольная работа
semester	[sɪˈmɛstə]	семестр
timetable	[ˈtaɪmˌteɪb(ə)l]	расписание
holiday	[ˈhɒlɪdɪ]	каникулы
clothes	[kləuðz]	одежда
blouse	[blauz]	блузка
skirt	[skɜːt]	юбка
dress	[dres]	платье
shirt	[ʃɜːt]	рубашка
trousers	[‘trauzəz]	брюки
socks	[sɔk]	носки
stockings	[ˈstɒkɪŋz]	чулки
tights	[taɪts]	колготки
swimsuit	[ˈswɪmˌsuːt]	купальник
underpants	[‘ʌndəpænts]	нижнее белье
sweater	[‘swetə]	свитер
cardigan	[ˈkɑːdɪɡən]	шерстяная кофта
jersey	[ˈdʒɜːzɪ]	вязаный свитер
suit	[s(j)uːt]	костюм
jeans	[ʤiːnz]	джинсы
shorts	[ʃɔːts]	шорты
T-shirt	[‘tiːʃɜːt]	футболка
cap	[ˈkæp]	кепка
hat	[hæt]	шляпа
shoes	[ʃuːz]	туфли
boots	[buːts]	ботинки
sneakers	[‘sniːkəz]	кроcсовки
slippers	[ˈslɪpəz]	тапочки
sandals	[ˈsænd(ə)lz]	сандали
jacket	[‘ʤækɪt]	куртка
coat	[kəut]	пальто
raincoat	[ˈreɪnkəʊt]	плащ
fur coat	[fɜː kəʊt]	шуба
belt	[belt]	ремень
tie	[taɪ]	галстук
glove	[ɡlʌv]	перчатка
scarf	[skɑːf]	шарф
nightie	[ˈnaɪtɪ]	ночнушка
pyjama	[pəˈdʒɑːmə]	пижама
tracksuit	[ˈtræks(j)uːt]	спортивный костюм
anorak	[ˈæn(ə)ræk]	куртка с капюшоном
dungarees	[daŋgəˈriːz]	рабочие штаны
umbrella	[ʌmˈbrɛlə]	зонт
watch	[wɒtʃ]	часы
earring	[ˈɪərɪŋ]	сережка
ring	[rɪŋ]	кольцо
necklace	[ˈnɛkləs]	колье
bracelet	[ˈbreɪslɪt]	браслет
glasses	[ˈɡlɑːsɪz]	очки
textile	[ˈtɛkstaɪl]	текстиль, ткань
cotton	[ˈkɒtn]	хлопок
fur	[fɜː]	мех
silk	[sɪlk]	шелк
synthetic	[sɪnˈθɛtɪk]	синтетика
velours	[vəˈlʊə]	велюр
velvet	[ˈvɛlvɪt]	бархат
viscose	[ˈvɪskəʊs]	вискоза
suede	[sweɪd]	замша
chamois	[ˈʃæmwɑ]	замша
stockinet	[ˌstɒkɪˈnɛt]	трикотаж
sateen	[səˈtiːn]	сатин
nylon	[ˈnaɪlɒn]	нейлон
mink	[mɪŋk]	норка
leather	[ˈlɛðə]	кожа
lace	[leɪs]	кружево
gauze	[ɡɔːz]	марля
crochet	[ˈkrəʊʃeɪ]	вязаная (крючком)
chiffon	[ˈʃɪfɒn]	шифон
chinchilla	[tʃɪnˈtʃɪlə]	шиншилловый мех
cashmere	[ˈkæʃmɪə]	кашемир
cambric	[ˈkeɪmbrɪk]	батист
flax	[flæks]	льняная ткань
woollen	[ˈwʊl(ə)n]	шерстяная ткань
jean	[dʒiːn]	джинсовая ткань
space	[speɪs]	пространство; космос
planet	[‘plænɪt]	планета
star	[stɑː]	звезда; светило
Sun	[sʌn]	Солнце
Mercury	[‘mɜːkj(ə)rɪ]	Меркурий
Venus	[‘viːnəs]	Венера
Earth	[ɜːθ]	Земля
Mars	[mɑːz]	Марс
Jupiter	[‘ʤuːpɪtə]	Юпитер
Saturn	[‘sætən]	Сатурн
Uranus	[‘juər(ə)nəs]	Уран
Neptune	[‘neptjuːn]	Нептун
satellite	[‘sæt(ə)laɪt]	спутник
moon	[muːn]	луна
comet	[‘kɔmɪt]	комета
asteroid	[‘æst(ə)rɔɪd]	астероид
meteorite	[‘miːtɪ(ə)raɪt]	метеорит
spaceship	[‘speɪsʃɪp]	космический корабль
cosmonaut	[‘kɔzmənɔːt]	космонавт
astronaut	[‘æstrənɔːt]	астронавт
constellation	[ˌkɔn(t)stə’leɪʃ(ə)n]	созвездие
Aries	[‘eəriːz]	Овен
Taurus	[‘tɔːrəs]	Телец
Gemini	[‘ʤemɪnaɪ]	Близнецы
Cancer	[‘kæn(t)sə]	Рак
Leo	[‘liːəu]	Лев
Virgo	[‘vɜːgəu]	Дева
Libra	[‘liːbrə]	Весы
Scorpio	[‘skɔːpɪəu]	Скорпион
Sagittarius	[ˌsæʤɪ’teərɪəs]	Стрелец
Capricorn	[‘kæprɪkɔːn]	Козерог
Aquarius	[ə’kweərɪəs]	Водолей
Pisces	[‘paɪsiːz]	Рыбы
element	[‘elɪmənt]	стихия
fire	[‘faɪə]	огонь
earth	[ɜːθ]	земля
air	[eə]	воздух
water	[‘wɔːtə]	вода
sport	[spɔːt]	спорт
football	[‘futbɔːl]	футбол
soccer	[‘sɔkə]	футбол
basketball	[‘bɑːskɪtbɔːl]	баскетбол
volleyball	[‘vɔlɪbɔːl]	волейбол
baseball	[‘beɪsbɔːl]	бейсбол
hockey	[‘hɔkɪ]	хоккей
badminton	[‘bædmɪntən]	бадминтон
tennis	[‘tenɪs]	теннис
rugby	[‘rʌgbɪ]	регби
golf	[gɔlf]	гольф
billiards	[‘bɪlɪədz]	бильярд
